Layers,Neurons,batch,optimiser,keras,epochs,dropout,train %,activation,RMSE,VAL_RMSE,Objective,mae,val_mae,R2,R2_v,final
3,"(4, 9, 20)",200,RMSprop,uniform,200,0,0.25,tanh,0.835995509,1.047672716,0.058165888,0.5955134,0.7919911,0.30111151,0.065721152,0.183416331
1,6,10,RMSprop,normal,50,0.3,0.05,elu,0.846326552,0.801680304,0.175996572,0.64186513,0.5893446,0.283731367,0.08190807,0.182819719
2,"(16, 12)",10,Adam,normal,50,0.1,0.05,tanh,0.765740914,0.772595356,0.230831865,0.56875557,0.623809,0.413640853,-0.048969921,0.182335466
4,"(19, 13, 13, 1)",10,RMSprop,normal,200,0,0.25,elu,0.838897244,1.040810401,0.060146177,0.6372806,0.83701485,0.296251414,0.067394466,0.18182294
3,"(19, 10, 17)",10,RMSprop,uniform,150,0.1,0.2,sigmoid,0.781622066,1.053289501,0.082544217,0.6084541,0.8364131,0.389066946,-0.025702212,0.181682367
2,"(18, 14)",10,Adam,normal,200,0.4,0.1,elu,0.356805182,0.707007438,0.46809369,0.42739204,0.5209265,0.872690062,-0.51473836,0.178975851
2,"(15, 8)",100,RMSprop,uniform,200,0.2,0.05,elu,0.77370879,0.848107364,0.189091923,0.6075709,0.65796554,0.401374709,-0.044749363,0.178312673
3,"(9, 8, 12)",10,RMSprop,normal,50,0.1,0.2,elu,0.87447116,0.976039664,0.074744588,0.65318596,0.7622682,0.235300191,0.120730354,0.178015272
3,"(15, 14, 10)",25,Adam,normal,50,0,0.05,elu,0.75678548,0.824821129,0.209196695,0.57595915,0.6405338,0.427275737,-0.07406604,0.176604849
3,"(6, 10, 6)",10,Adam,uniform,100,0.4,0.3,tanh,0.861166129,1.105290933,0.016771469,0.6842187,0.86266613,0.258392899,0.093605953,0.175999426
1,16,50,Adam,uniform,150,0,0.15,sigmoid,0.70827793,0.939124982,0.176298544,0.52197134,0.73933434,0.498342373,-0.146418271,0.175962051
2,"(20, 7)",10,RMSprop,normal,100,0.5,0.15,elu,0.811594371,0.89681625,0.14579469,0.63584334,0.71627694,0.341314577,0.009275071,0.175294824
2,"(16, 12)",100,Adam,uniform,150,0.1,0.05,tanh,0.641160282,0.824729352,0.267055183,0.5007277,0.65894353,0.588913493,-0.240148585,0.174382454
1,18,200,Adam,normal,150,0.1,0.2,relu,0.841377898,1.017332316,0.070644893,0.63589615,0.813378,0.292083232,0.055395508,0.17373937
1,18,10,RMSprop,uniform,150,0.1,0.05,sigmoid,0.481003219,0.700716133,0.409140324,0.35580733,0.5364939,0.768635904,-0.422783896,0.172926004
3,"(14, 19, 6)",200,Adam,uniform,200,0.2,0.05,elu,0.736677389,0.860392805,0.201464903,0.6170254,0.70791876,0.457306425,-0.111526944,0.172889741
4,"(4, 14, 15, 19)",10,Adam,normal,200,0.1,0.2,sigmoid,0.690381061,1.132519105,0.088549917,0.57273716,0.8632542,0.52337399,-0.179896054,0.171738968
2,"(19, 13)",10,Adam,normal,50,0.1,0.05,relu,0.793671443,0.813784583,0.196271987,0.60738707,0.6200439,0.37008564,-0.028480585,0.170802527
3,"(16, 12, 16)",100,Adam,uniform,200,0.3,0.05,elu,0.664234857,0.801387951,0.267188596,0.5593207,0.64315265,0.558792055,-0.218286566,0.170252744
1,12,10,Adam,normal,200,0.1,0.1,tanh,0.233083631,0.689918185,0.538499092,0.23028505,0.5125993,0.945672021,-0.605282216,0.170194902
4,"(11, 5, 10, 17)",200,Adam,uniform,200,0,0.05,tanh,0.666058369,0.942926765,0.195507433,0.48118263,0.71164614,0.556366249,-0.216585398,0.169890425
1,16,10,Adam,uniform,50,0.4,0.15,tanh,0.802310185,0.905134726,0.146277545,0.613261,0.7073103,0.356298368,-0.01838787,0.168955249
2,"(17, 20)",10,Adam,normal,50,0.3,0.3,elu,0.859854448,1.115879498,0.012133027,0.6629947,0.8003295,0.260650328,0.077248389,0.168949359
4,"(14, 17, 19, 7)",10,Adam,uniform,100,0.4,0.25,tanh,0.861237742,1.032769909,0.052996175,0.67660266,0.82665604,0.258269552,0.078503101,0.168386327
4,"(2, 14, 8, 9)",50,Adam,normal,200,0,0.25,tanh,0.756376222,1.126729961,0.058446908,0.5799727,0.78784746,0.42789501,-0.092600768,0.167647121
1,18,100,Adam,uniform,200,0.1,0.05,elu,0.651586129,0.732156309,0.308128781,0.49043548,0.5785954,0.575435517,-0.241219935,0.167107791
1,20,10,Adam,normal,100,0.4,0.05,elu,0.563285745,0.765388951,0.335662652,0.49263024,0.6173248,0.682709169,-0.348668718,0.167020226
4,"(5, 3, 4, 12)",10,RMSprop,normal,200,0.1,0.05,relu,0.727539667,0.953822931,0.159318701,0.6269377,0.77314305,0.470686033,-0.139966583,0.165359725
2,"(6, 2)",10,Adam,uniform,150,0,0.05,elu,0.681220663,0.947877209,0.185451064,0.5204524,0.7139393,0.535938408,-0.208343535,0.163797436
2,"(20, 7)",10,RMSprop,normal,100,0.1,0.15,elu,0.480795893,1.042852102,0.238176002,0.4392421,0.78503823,0.768835309,-0.441368167,0.163733571
2,"(18, 14)",10,Adam,normal,200,0,0.1,elu,0.210933148,0.734143814,0.527461519,0.15325977,0.55319107,0.955507207,-0.629772496,0.162867355
2,"(17, 20)",50,Adam,normal,150,0.3,0.05,tanh,0.618670959,0.850057903,0.265635569,0.5355229,0.68793666,0.617246244,-0.295325495,0.160960375
4,"(2, 8, 8, 18)",10,Adam,uniform,200,0.4,0.05,elu,0.719734754,0.935923826,0.17217071,0.6448105,0.7134461,0.481981883,-0.160154669,0.160913607
4,"(20, 15, 17, 6)",25,Adam,normal,150,0.3,0.05,relu,0.744302209,0.945797871,0.15494996,0.6181491,0.7692388,0.446014221,-0.125930111,0.160042055
4,"(4, 4, 6, 10)",10,RMSprop,normal,200,0,0.25,tanh,0.825863891,1.076214507,0.048960801,0.5928856,0.8055371,0.317948834,0.000989272,0.159469053
2,"(18, 16)",10,Adam,uniform,200,0,0.1,tanh,0.123089153,0.743669067,0.56662089,0.09646101,0.56670815,0.98484906,-0.667206655,0.158821203
2,"(19, 10)",10,RMSprop,normal,100,0.4,0.05,tanh,0.809932075,0.801131893,0.194468016,0.6183257,0.63209337,0.344010033,-0.026777867,0.158616083
2,"(4, 5)",10,RMSprop,uniform,100,0,0.15,elu,0.749640439,0.936758699,0.156800431,0.57302284,0.7174213,0.438039213,-0.127378709,0.155330252
1,18,25,Adam,uniform,50,0.1,0.3,relu,0.850637917,1.141127444,0.00411732,0.6208334,0.84185755,0.276415134,0.033404983,0.154910059
3,"(3, 13, 13)",10,Adam,uniform,100,0,0.05,tanh,0.610158798,0.875269364,0.257285919,0.41596103,0.6776927,0.627706242,-0.317994799,0.154855722
2,"(8, 19)",10,RMSprop,normal,50,0.1,0.25,elu,0.863945212,1.046564395,0.044745197,0.6419703,0.8319017,0.25359867,0.054887382,0.154243026
2,"(17, 20)",10,RMSprop,uniform,150,0.4,0.05,tanh,0.519542575,0.685646295,0.397405565,0.4589794,0.56011313,0.730075513,-0.425949526,0.152062994
3,"(2, 1, 5)",10,Adam,uniform,100,0.2,0.2,elu,0.878844275,0.995105098,0.063025313,0.66227055,0.7879952,0.227632739,0.076419586,0.152026163
4,"(9, 7, 19, 20)",10,Adam,uniform,50,0.2,0.2,tanh,0.862678619,1.012518416,0.062401482,0.6926249,0.8478627,0.255785601,0.047758185,0.151771893
3,"(3, 3, 5)",10,Adam,uniform,150,0.1,0.05,relu,0.737144634,0.956107875,0.153373745,0.5857098,0.77911675,0.456617788,-0.15521474,0.150701524
4,"(8, 5, 11, 14)",10,Adam,uniform,50,0.2,0.05,elu,0.772621056,0.713272086,0.257053429,0.630004,0.55274284,0.403056704,-0.103180415,0.149938145
2,"(16, 12)",10,RMSprop,uniform,50,0.1,0.3,tanh,0.858712104,1.143797592,-0.001254848,0.6495744,0.8474728,0.262613523,0.034846464,0.148729993
1,19,10,Adam,uniform,200,0,0.1,tanh,0.142184721,0.685335148,0.586240066,0.10080767,0.52967185,0.979783505,-0.683802144,0.147990681
2,"(16, 12)",10,Adam,normal,50,0.3,0.05,tanh,0.750364348,0.880800442,0.184417605,0.5995664,0.7062262,0.436953346,-0.141187231,0.147883057
1,18,10,Adam,uniform,50,0.1,0.25,sigmoid,0.88569678,1.031768434,0.041267393,0.6355291,0.7897666,0.215541215,0.080086742,0.147813978
4,"(11, 6, 11, 9)",25,Adam,normal,200,0.5,0.3,elu,0.880908729,1.112978899,0.003056186,0.66879666,0.81264496,0.223999811,0.070535765,0.147267788
1,16,10,RMSprop,uniform,150,0.3,0.1,relu,0.426929743,0.719992538,0.426538859,0.38713175,0.55856717,0.817730994,-0.52405945,0.146835772
2,"(18, 16)",10,Adam,uniform,200,0,0.1,tanh,0.126443787,0.74641024,0.563572987,0.094948694,0.55442125,0.984011969,-0.690578809,0.14671658
4,"(17, 7, 1, 2)",25,Adam,normal,200,0,0.2,elu,0.818734226,1.060391411,0.060437182,0.6251253,0.852829,0.329674267,-0.038328796,0.145672735
2,"(7, 5)",10,Adam,uniform,50,0,0.15,elu,0.733890168,0.945404525,0.160352653,0.5478337,0.7355189,0.461405221,-0.170464556,0.145470333
4,"(20, 4, 11, 14)",10,Adam,uniform,50,0.1,0.2,elu,0.879007418,1.012243326,0.054374628,0.65836084,0.7572921,0.227345959,0.062869009,0.145107484
2,"(2, 8)",10,RMSprop,normal,200,0.4,0.15,tanh,0.897335593,0.859350774,0.121656816,0.68852603,0.68394226,0.194788833,0.094388011,0.144588422
4,"(2, 9, 12, 5)",10,Adam,uniform,150,0.4,0.05,elu,0.79382498,0.947806453,0.129184283,0.6341544,0.76220214,0.3698419,-0.083303161,0.14326937
4,"(2, 5, 16, 13)",10,RMSprop,uniform,200,0.1,0.15,tanh,0.853224348,0.880048661,0.133363496,0.6452015,0.6711929,0.272008213,0.013747303,0.142877758
4,"(5, 1, 10, 12)",10,Adam,normal,50,0.1,0.2,elu,0.876354123,1.008607217,0.05751933,0.6232563,0.78577775,0.232003451,0.052373396,0.142188424
1,8,10,Adam,normal,50,0.1,0.05,tanh,0.854393379,0.871967302,0.136819659,0.63720286,0.66031766,0.270011953,0.012052794,0.141032374
2,"(16, 12)",200,Adam,uniform,150,0.1,0.05,elu,0.701222113,0.814383698,0.242197094,0.5510165,0.59730256,0.508287548,-0.226721669,0.140782939
4,"(7, 7, 13, 12)",10,RMSprop,normal,150,0.1,0.3,relu,0.879635299,1.134473182,-0.007054241,0.6753154,0.86856943,0.226241741,0.054922384,0.140582063
2,"(5, 4)",50,Adam,normal,200,0,0.05,elu,0.741764295,0.898051352,0.180092176,0.5608851,0.70874816,0.44978573,-0.169206934,0.140289398
1,18,10,RMSprop,uniform,150,0.4,0.05,tanh,0.486415064,0.708084451,0.402750243,0.3970037,0.5725216,0.763400386,-0.482916613,0.140241886
3,"(9, 11, 2)",10,RMSprop,uniform,150,0.5,0.2,tanh,0.914208661,0.987165793,0.049312773,0.690287,0.7555207,0.164222523,0.114869839,0.139546181
2,"(16, 1)",25,Adam,normal,200,0.4,0.05,elu,0.781423809,0.9404913,0.139042446,0.68350154,0.76448506,0.38937683,-0.111975943,0.138700443
3,"(3, 11, 17)",10,RMSprop,normal,50,0.1,0.2,elu,0.894144142,0.998371588,0.053742135,0.6513696,0.77509564,0.200506253,0.075135873,0.137821063
1,6,10,Adam,normal,100,0.1,0.05,sigmoid,0.755621839,0.785602881,0.22938764,0.56355417,0.60607165,0.429035637,-0.156431485,0.136302076
1,16,50,RMSprop,uniform,150,0,0.05,elu,0.609847055,0.804866515,0.292643215,0.446294,0.6105794,0.62808657,-0.355833116,0.136126727
4,"(18, 3, 7, 7)",10,Adam,normal,150,0.4,0.05,elu,0.746190862,0.943650275,0.155079431,0.62848175,0.7605032,0.443199197,-0.173205106,0.134997045
2,"(6, 2)",10,Adam,normal,50,0.2,0.05,elu,0.900165774,0.802468602,0.148682812,0.6599458,0.6233976,0.189701579,0.077843947,0.133772763
1,18,50,Adam,normal,50,0.1,0.25,elu,0.924344453,1.008895433,0.033380057,0.6913006,0.7582899,0.145587332,0.119566739,0.132577036
1,15,10,RMSprop,normal,50,0,0.15,elu,0.782417532,0.929967903,0.143807282,0.55602616,0.7224152,0.387822806,-0.129537259,0.129142773
1,7,200,Adam,uniform,100,0,0.3,tanh,0.881484,1.140836071,-0.011160035,0.6343455,0.8040953,0.222985959,0.034304349,0.128645154
1,18,10,Adam,uniform,200,0.1,0.1,elu,0.219087325,0.736994678,0.521958999,0.2143543,0.54649335,0.952000744,-0.695168152,0.128416296
2,"(4, 9)",10,Adam,uniform,150,0.1,0.1,tanh,0.397961012,0.676641723,0.462698632,0.3695016,0.5428313,0.841627033,-0.584873667,0.128376683
3,"(19, 10, 17)",50,Adam,normal,100,0.1,0.05,elu,0.795860242,0.782308547,0.210915606,0.625041,0.62030715,0.366606475,-0.110666403,0.127970036
3,"(19, 10, 17)",50,Adam,normal,100,0.1,0.05,elu,0.782689793,0.733968414,0.241670897,0.5986065,0.53495425,0.387396688,-0.136310893,0.125542897
3,"(9, 7, 8)",10,RMSprop,normal,200,0.1,0.1,tanh,0.483300269,0.730041133,0.393329299,0.43678454,0.55659276,0.76642085,-0.519548245,0.123436302
2,"(16, 12)",10,Adam,normal,100,0.1,0.3,sigmoid,0.890487336,1.132508072,-0.011497704,0.6408373,0.8122825,0.207032304,0.037923385,0.122477844
1,16,200,Adam,uniform,200,0,0.05,relu,0.670197117,0.856917385,0.236442749,0.50328875,0.63787186,0.550835824,-0.30801167,0.121412077
2,"(17, 20)",200,RMSprop,uniform,200,0.4,0.05,elu,0.719409762,0.840155038,0.2202176,0.5995194,0.6255816,0.482449595,-0.240725963,0.120861816
2,"(20, 9)",200,Adam,uniform,100,0.2,0.25,tanh,0.892524273,1.051779847,0.02784794,0.66037893,0.83040285,0.203400421,0.03798076,0.120690591
4,"(18, 4, 6, 8)",10,RMSprop,normal,100,0,0.05,elu,0.738665309,0.985462354,0.137936168,0.50560564,0.7692541,0.454373562,-0.213344992,0.120514285
1,18,10,RMSprop,uniform,50,0.2,0.05,sigmoid,0.866312496,0.859340986,0.137173259,0.643011,0.68125033,0.249502658,-0.011131072,0.119185793
2,"(18, 16)",100,Adam,normal,100,0.3,0.25,elu,0.905443248,1.050262839,0.022146957,0.68485194,0.79047316,0.180172524,0.049622656,0.11489759
3,"(3, 14, 18)",10,RMSprop,uniform,200,0.5,0.05,relu,0.897663062,0.785418514,0.158459212,0.68497956,0.6312337,0.194201027,0.032967136,0.113584081
1,9,200,Adam,normal,100,0.1,0.2,elu,0.925627859,0.997724044,0.038324048,0.6936171,0.7642701,0.143213066,0.083009546,0.113111306
3,"(8, 1, 20)",25,Adam,uniform,200,0.3,0.15,elu,0.714057953,1.007611794,0.139165126,0.58720046,0.7916783,0.49012124,-0.264752154,0.112684543
1,11,50,Adam,normal,150,0.4,0.05,elu,0.744604186,0.81760645,0.218894682,0.5977267,0.61012805,0.445564607,-0.221601661,0.111981473
1,3,10,Adam,normal,100,0.4,0.05,elu,0.80622185,0.85660164,0.168588255,0.6598293,0.66437113,0.350006328,-0.126070175,0.111968077
1,18,10,Adam,uniform,200,0.1,0.1,relu,0.26016393,0.793768057,0.473034007,0.27599132,0.5791873,0.93231473,-0.708697336,0.111808697
3,"(5, 11, 12)",200,RMSprop,uniform,200,0,0.05,elu,0.803207492,0.882578905,0.157106801,0.6386037,0.7210115,0.354857724,-0.135761659,0.109548033
1,7,10,Adam,normal,50,0.1,0.05,elu,0.762676648,0.809820862,0.213751245,0.5772377,0.6120156,0.41832433,-0.201641529,0.108341401
2,"(16, 12)",200,Adam,uniform,150,0.1,0.05,elu,0.720824872,0.82752004,0.225827544,0.5729628,0.6397508,0.480411504,-0.265451496,0.107480004
3,"(11, 19, 3)",10,Adam,uniform,200,0.1,0.1,elu,0.481517986,0.716950039,0.400765988,0.3823459,0.59043854,0.768140429,-0.554095069,0.10702268
2,"(20, 6)",10,Adam,normal,50,0.2,0.15,elu,0.776850633,0.96838612,0.127381623,0.63447136,0.7659994,0.396503094,-0.184769737,0.105866678
1,8,10,Adam,uniform,50,0.5,0.05,elu,0.833977118,0.88229107,0.141865906,0.62271947,0.6492665,0.304482166,-0.092961078,0.105760544
3,"(8, 6, 8)",200,Adam,uniform,200,0.4,0.25,elu,0.908849952,1.055337969,0.01790604,0.700581,0.8287226,0.173991765,0.036827498,0.105409632
2,"(5, 14)",10,RMSprop,uniform,150,0.1,0.25,sigmoid,0.924089323,1.045679564,0.015115557,0.6791623,0.7982666,0.146058924,0.064169095,0.105114009
3,"(9, 3, 17)",10,Adam,normal,50,0.1,0.05,tanh,0.746550106,0.97611703,0.138666432,0.61923033,0.7864612,0.44266294,-0.232470411,0.105096264
1,7,200,Adam,uniform,150,0.4,0.3,tanh,0.897657133,1.154029163,-0.025843148,0.6604071,0.83234936,0.194211672,0.015173046,0.104692359
2,"(18, 16)",100,Adam,normal,150,0.4,0.2,elu,0.914327161,1.018841792,0.033415523,0.67593366,0.79814994,0.164005843,0.044987297,0.10449657
4,"(14, 13, 19, 12)",10,Adam,uniform,200,0.1,0.2,sigmoid,0.958872652,0.979894253,0.030616547,0.68439007,0.77368295,0.080563237,0.125586414,0.103074825
1,18,100,Adam,normal,200,0.2,0.05,elu,0.733648844,0.868387353,0.198981902,0.5761434,0.6693446,0.461759374,-0.256197014,0.10278118
3,"(6, 11, 1)",10,Adam,normal,200,0.1,0.25,sigmoid,0.926228754,1.043816821,0.014977213,0.6574737,0.79163015,0.142100295,0.063396367,0.102748331
4,"(12, 9, 4, 3)",10,Adam,uniform,50,0,0.15,elu,0.880515765,0.919522187,0.099981024,0.67355984,0.7497414,0.224691987,-0.024477137,0.100107425
4,"(14, 10, 5, 4)",10,Adam,uniform,200,0.5,0.15,tanh,0.878113575,0.923371129,0.099257648,0.683595,0.7522457,0.22891655,-0.030325228,0.099295661
2,"(16, 12)",100,Adam,uniform,200,0,0.05,elu,0.409896319,0.810313728,0.389894977,0.31677654,0.5924957,0.831985008,-0.633959649,0.099012679
1,8,50,Adam,uniform,150,0.1,0.15,elu,0.688247936,1.00116962,0.155291222,0.5410745,0.7670634,0.526314779,-0.33159638,0.0973592
4,"(14, 2, 18, 9)",10,Adam,uniform,100,0.3,0.05,elu,0.760418574,0.945395739,0.147092844,0.63499457,0.76956534,0.421763592,-0.230069832,0.09584688
1,18,10,RMSprop,normal,200,0.1,0.1,tanh,0.252091908,0.717081662,0.515413215,0.2688734,0.5605821,0.93644967,-0.745242792,0.095603439
4,"(12, 7, 11, 20)",10,RMSprop,uniform,100,0.4,0.2,tanh,0.88609694,1.048363059,0.03277,0.6649803,0.7607194,0.214832212,-0.023726067,0.095553073
2,"(14, 7)",200,Adam,normal,200,0.4,0.3,elu,0.911191633,1.149244158,-0.030217896,0.66773516,0.8199866,0.169729808,0.019688967,0.094709387
2,"(10, 2)",25,Adam,uniform,100,0.4,0.2,elu,0.949195089,0.996029306,0.027387802,0.69359607,0.7620741,0.099028682,0.087158902,0.093093792
3,"(4, 7, 15)",10,RMSprop,normal,100,0.3,0.2,elu,0.919951107,1.024129776,0.027959559,0.6959139,0.83101845,0.153689961,0.032017186,0.092853574
3,"(4, 1, 3)",10,Adam,uniform,100,0.4,0.05,tanh,0.901370667,0.884709133,0.1069601,0.6744831,0.71204364,0.18753092,-0.003952513,0.091789204
2,"(17, 20)",200,RMSprop,uniform,150,0.4,0.05,tanh,0.779886294,0.837591877,0.191260915,0.611858,0.6901275,0.391777369,-0.208715479,0.091530945
1,18,10,Adam,normal,50,0.1,0.25,relu,0.828351473,1.142233952,0.014707288,0.620121,0.87916857,0.313833837,-0.131478991,0.091177423
2,"(18, 14)",10,Adam,normal,200,0,0.1,elu,0.179188747,0.737380551,0.541715351,0.13361666,0.57261115,0.967891393,-0.787371175,0.090260109
2,"(17, 20)",200,RMSprop,uniform,150,0.4,0.15,tanh,0.827579117,0.955779506,0.108320689,0.6623001,0.76851475,0.315112806,-0.134630466,0.09024117
2,"(16, 12)",10,sgd,uniform,200,0.1,0.25,elu,0.918174095,1.066708633,0.007558636,0.68550783,0.798753,0.156956331,0.021371648,0.089163989
4,"(17, 10, 15, 2)",10,Adam,normal,50,0.1,0.3,elu,0.915464635,1.154954782,-0.035209708,0.6947108,0.85040265,0.161924503,0.014061456,0.087992979
1,17,10,RMSprop,uniform,200,0.5,0.1,elu,0.367625378,0.738059016,0.447157803,0.41225082,0.5781088,0.864851582,-0.690859067,0.086996258
2,"(15, 16)",10,Adam,normal,50,0.1,0.05,relu,0.776814474,0.826762258,0.198211634,0.5868563,0.62218535,0.396559274,-0.225008835,0.085775219
1,16,10,Adagrad,uniform,200,0,0.2,elu,0.945178447,1.005947297,0.024437128,0.68375146,0.7708054,0.106637704,0.062952416,0.08479506
2,"(16, 12)",10,Adam,uniform,150,0.1,0.05,tanh,0.359811164,0.697634182,0.471277327,0.29070354,0.5129154,0.870535927,-0.702119675,0.084208126
1,12,100,RMSprop,normal,100,0.1,0.25,relu,0.914735541,1.073925442,0.005669508,0.6904542,0.83816344,0.16325889,0.004125457,0.083692174
1,16,10,RMSprop,normal,50,0,0.05,tanh,0.733799919,0.806570335,0.229814873,0.5566562,0.6658131,0.461537679,-0.294524838,0.083506421
3,"(9, 8, 13)",200,Adam,uniform,200,0,0.25,tanh,0.796787207,1.175352818,0.013929987,0.5755672,0.8861696,0.365130147,-0.1982083,0.083460923
2,"(16, 12)",200,Adam,uniform,150,0.1,0.15,tanh,0.583401878,1.062200433,0.177198845,0.46107823,0.8081085,0.659642249,-0.493485286,0.083078481
3,"(2, 16, 18)",10,Adam,normal,200,0.5,0.05,tanh,0.773263752,0.941897878,0.142419185,0.65901643,0.7324083,0.402063169,-0.237023348,0.082519911
1,8,10,Adam,uniform,50,0.1,0.05,relu,0.804999182,0.868999664,0.163000577,0.5923923,0.63928133,0.351976317,-0.187392712,0.082291802
2,"(14, 5)",10,RMSprop,normal,50,0,0.15,elu,0.860743421,0.947146478,0.09605505,0.64034986,0.7322735,0.259120763,-0.097008479,0.081056142
4,"(7, 18, 6, 4)",50,Adam,uniform,200,0.2,0.15,elu,0.729068034,1.02849965,0.121216158,0.58233386,0.8058393,0.468459802,-0.308035038,0.080212382
1,18,100,Adam,normal,100,0.3,0.2,sigmoid,0.951878402,1.004446268,0.021837665,0.69175977,0.75914925,0.093927507,0.066039573,0.07998354
1,9,200,Adam,normal,100,0.1,0.25,sigmoid,0.950165417,1.043349051,0.003242766,0.67968035,0.8029935,0.09718568,0.061333014,0.079259347
1,7,10,RMSprop,uniform,50,0.3,0.05,elu,0.851803618,0.857957126,0.145119628,0.6482429,0.659592,0.274430596,-0.116804694,0.078812951
2,"(14, 7)",200,RMSprop,normal,150,0,0.05,elu,0.812452729,0.822326154,0.182610559,0.61727166,0.6281053,0.339920563,-0.184502681,0.077708941
3,"(3, 2, 17)",10,Adam,uniform,200,0.5,0.05,elu,0.79801752,0.94087148,0.1305555,0.6787673,0.75648695,0.363168038,-0.211678313,0.075744863
4,"(12, 1, 17, 17)",10,Adam,uniform,200,0.1,0.15,relu,0.875382869,0.946759026,0.088929052,0.64391553,0.75273615,0.233704832,-0.083426666,0.075139083
1,18,25,Adam,normal,150,0.4,0.05,sigmoid,0.759151297,0.906605662,0.167121521,0.5881203,0.6867645,0.423689308,-0.273932063,0.074878623
2,"(17, 16)",10,sgd,uniform,200,0,0.2,elu,0.903907816,1.057318366,0.019386909,0.6725633,0.81358755,0.182950659,-0.033321255,0.074814702
1,8,10,RMSprop,uniform,50,0,0.05,relu,0.781915443,0.867280377,0.17540209,0.59430087,0.6499399,0.38860824,-0.241414635,0.073596803
2,"(3, 8)",10,Adam,uniform,100,0.5,0.05,tanh,0.80068568,0.865725546,0.166794387,0.62933815,0.67119324,0.358902441,-0.212053272,0.073424585
1,8,100,RMSprop,normal,200,0.1,0.05,relu,0.826492782,0.898706319,0.13740045,0.6284236,0.6919247,0.316909681,-0.170907778,0.073000952
1,18,25,Adam,uniform,50,0.1,0.15,sigmoid,0.913789967,0.908696131,0.088756951,0.66994184,0.71822244,0.164987896,-0.01910116,0.072943368
2,"(18, 16)",200,RMSprop,normal,150,0.1,0.05,elu,0.757886528,0.924046036,0.159033718,0.62947226,0.7114965,0.425608011,-0.280893216,0.072357397
2,"(17, 20)",200,Adam,uniform,150,0.1,0.25,sigmoid,0.951465954,1.050021396,-0.000743675,0.681097,0.79875284,0.094712539,0.048773704,0.071743121
1,6,10,RMSprop,normal,50,0.3,0.05,relu,0.903986442,0.870932265,0.112540647,0.6857795,0.65608996,0.182808513,-0.041923851,0.070442331
1,6,10,Adam,normal,200,0.2,0.1,elu,0.324253555,0.744673896,0.465536274,0.33272737,0.5789884,0.894859632,-0.75548245,0.069688591
1,1,50,Adam,uniform,200,0.1,0.3,elu,0.93725822,1.145863118,-0.041560669,0.6772837,0.8355526,0.121547029,0.017330221,0.069438625
1,16,10,Adam,normal,200,0,0.1,tanh,0.191240133,0.884162789,0.462298539,0.13730276,0.69332904,0.963427212,-0.825671487,0.068877862
2,"(17, 20)",50,Adam,normal,50,0.3,0.2,tanh,0.943266792,1.028104616,0.014314296,0.68117744,0.78744876,0.110247759,0.025998296,0.068123027
3,"(2, 10, 16)",10,RMSprop,uniform,150,0.2,0.1,tanh,0.714494311,0.839455198,0.223025245,0.60723174,0.6701829,0.489497879,-0.353885479,0.0678062
1,16,10,Adagrad,normal,100,0.1,0.2,relu,0.975179435,0.990009593,0.017405486,0.7289196,0.7686411,0.04902507,0.086514607,0.067769838
2,"(17, 20)",200,Adam,normal,200,0.3,0.25,sigmoid,0.948670923,1.056677092,-0.002674008,0.6993676,0.82637495,0.100023479,0.034916392,0.067469936
1,12,10,sgd,uniform,200,0.1,0.25,sigmoid,0.948123812,1.058973184,-0.003548498,0.69601536,0.83017087,0.101061238,0.033473844,0.067267541
4,"(10, 8, 14, 13)",10,Adam,uniform,150,0.2,0.05,elu,0.663850822,0.986727432,0.174710873,0.533822,0.75477624,0.559302086,-0.429036897,0.065132595
1,9,100,Adam,normal,150,0.1,0.3,sigmoid,0.932503308,1.162054599,-0.047278953,0.67407566,0.84821594,0.130437581,-0.000715896,0.064860842
1,16,50,Adagrad,uniform,200,0,0.2,relu,0.959602014,1.013091449,0.013653268,0.7032703,0.7911554,0.079163975,0.04974026,0.064452118
1,16,10,Adagrad,normal,200,0.1,0.2,tanh,0.95154484,1.026765266,0.010844947,0.6918053,0.7935238,0.094562417,0.02912889,0.061845653
1,16,50,Adam,uniform,50,0,0.2,tanh,0.934037999,1.045481891,0.010240055,0.66881067,0.81069124,0.127573016,-0.004584349,0.061494334
1,2,200,Adam,uniform,150,0.1,0.3,elu,0.940094436,1.161359786,-0.050727111,0.7013061,0.85368115,0.116222452,0.004761879,0.060492165
1,12,50,RMSprop,normal,200,0,0.05,relu,0.672760871,0.795954094,0.265642518,0.49665993,0.60118836,0.547392811,-0.428117181,0.059637815
2,"(14, 3)",50,Adam,uniform,100,0,0.05,elu,0.820802316,0.893529926,0.142833879,0.62828296,0.678226,0.326283558,-0.210147869,0.058067844
1,12,100,sgd,uniform,200,0.1,0.25,tanh,0.953118607,1.064995539,-0.009057073,0.6811263,0.8300941,0.09156492,0.024450633,0.058007777
2,"(17, 20)",50,Adam,normal,100,0.3,0.3,relu,0.938499632,1.163619997,-0.051059814,0.71878076,0.85096115,0.119218441,-0.003411667,0.057903387
1,16,10,Adagrad,uniform,200,0,0.25,elu,0.944917128,1.074147354,-0.009532241,0.68541974,0.8225084,0.107131621,0.007822082,0.057476852
1,16,10,sgd,normal,150,0.1,0.2,tanh,0.910436878,1.065620591,0.011971266,0.7033461,0.8317647,0.171104691,-0.056466664,0.057319013
